winner: First
                2 | 0.00, 0.00, 1.00 | 0.00, 0.00, 1.00 | 0.00, 0.00, 1.00 | 0.00, 0.00, 1.00 | 0.00, 0.00, 1.00 | 0.00, 0.00, 1.00 | 0.00, 0.00, 1.00 | 0.00, 0.00, 1.00 | 0.00, 0.00, 1.00 | 0.00, 0.00, 1.00 | 0.00, 0.00, 1.00 |                  |                  | 
                3 | 0.00, 0.00, 1.00 | 0.00, 0.00, 1.00 | 0.00, 0.00, 1.00 | 0.00, 0.00, 1.00 | 0.00, 0.00, 1.00 | 0.00, 0.00, 1.00 | 0.00, 0.00, 1.00 | 0.00, 0.00, 1.00 | 0.00, 0.00, 1.00 | 0.00, 0.00, 1.00 |                  |                  |                  | 

winner: Neither
#2-edges\#3-edges |                0 |                1 |                2 |                3 |                4 |                5 |                6 |                7 |                8 |                9 |               10 |               11 |               12 | 
                0 |                  | 0.00, 0.00, 1.00 | 0.00, 0.00, 1.00 | 0.00, 0.00, 1.00 | 0.00, 0.00, 1.00 | 0.00, 0.01, 0.99 | 0.00, 0.01, 0.99 | 0.00, 0.02, 0.98 | 0.00, 0.03, 0.97 | 0.00, 0.02, 0.98 | 0.00, 0.00, 1.00 | 0.00, 0.00, 1.00 | 0.00, 0.00, 1.00 | 
                1 |                  | 0.00, 0.00, 1.00 | 0.00, 0.00, 1.00 | 0.00, 0.01, 0.99 | 0.00, 0.03, 0.97 | 0.00, 0.06, 0.94 | 0.00, 0.08, 0.92 | 0.00, 0.13, 0.87 | 0.00, 0.17, 0.83 | 0.00, 0.20, 0.80 | 0.00, 0.26, 0.74 | 0.00, 0.31, 0.69 |                  | 
                2 | 0.00, 0.00, 1.00 | 0.00, 0.00, 1.00 | 0.00, 0.00, 1.00 | 0.00, 0.00, 1.00 | 0.00, 0.00, 1.00 | 0.00, 0.00, 1.00 | 0.00, 0.00, 1.00 | 0.00, 0.00, 1.00 | 0.00, 0.00, 1.00 | 0.00, 0.00, 1.00 | 0.00, 0.00, 1.00 |                  |                  | 
                3 | 0.00, 0.00, 1.00 | 0.00, 0.00, 1.00 | 0.00, 0.00, 1.00 | 0.00, 0.00, 1.00 | 0.00, 0.00, 1.00 | 0.00, 0.00, 1.00 | 0.00, 0.00, 1.00 | 0.00, 0.00, 1.00 | 0.00, 0.00, 1.00 | 0.00, 0.00, 1.00 |                  |                  |                  | 

winner: Neither
#2-edges\#3-edges |                0 |                1 |                2 |                3 |                4 |                5 |                6 |                7 |                8 |                9 |               10 |               11 |               12 | 
                0 |                  | 0.00, 0.00, 1.00 | 0.00, 0.00, 1.00 | 0.00, 0.00, 1.00 | 0.00, 0.00, 1.00 | 0.00, 0.01, 0.99 | 0.00, 0.01, 0.99 | 0.00, 0.02, 0.99 | 0.00, 0.01, 0.99 | 0.00, 0.01, 0.99 | 0.00, 0.00, 1.00 | 0.00, 0.00, 1.00 | 0.00, 0.00, 1.00 | 
                1 |                  | 0.00, 0.00, 1.00 | 0.00, 0.01, 0.99 | 0.00, 0.03, 0.97 | 0.00, 0.05, 0.95 | 0.00, 0.07, 0.93 | 0.00, 0.10, 0.90 | 0.00, 0.12, 0.88 | 0.00, 0.16, 0.84 | 0.00, 0.18, 0.82 | 0.00, 0.23, 0.77 | 0.00, 0.25, 0.75 |                  | 
                2 | 0.00, 0.00, 1.00 | 0.00, 0.01, 0.99 | 0.00, 0.02, 0.98 | 0.00, 0.03, 0.97 | 0.00, 0.04, 0.96 | 0.00, 0.05, 0.95 | 0.00, 0.05, 0.95 | 0.00, 0.05, 0.95 | 0.00, 0.05, 0.95 | 0.00, 0.06, 0.94 | 0.00, 0.07, 0.94 |                  |                  | 
                3 | 0.00, 0.00, 1.00 | 0.00, 0.00, 1.00 | 0.00, 0.00, 1.00 | 0.00, 0.00, 1.00 | 0.00, 0.00, 1.00 | 0.00, 0.00, 1.00 | 0.00, 0.00, 1.00 | 0.00, 0.00, 1.00 | 0.00, 0.00, 1.00 | 0.00, 0.00, 1.00 |                  |                  |                  | 

winner: Neither
#2-edges\#3-edges |                0 |                1 |                2 |                3 |                4 |                5 |                6 |                7 |                8 |                9 |               10 |               11 |               12 | 
                0 |                  | 0.00, 0.00, 1.00 | 0.00, 0.00, 1.00 | 0.00, 0.00, 1.00 | 0.00, 0.00, 1.00 | 0.00, 0.00, 1.00 | 0.00, 0.00, 1.00 | 0.00, 0.01, 0.99 | 0.00, 0.01, 0.99 | 0.00, 0.00, 1.00 | 0.00, 0.00, 1.00 | 0.00, 0.00, 1.00 | 0.00, 0.00, 1.00 | 
                1 |                  | 0.00, 0.00, 1.00 | 0.00, 0.00, 1.00 | 0.00, 0.01, 0.99 | 0.00, 0.03, 0.97 | 0.00, 0.04, 0.96 | 0.00, 0.06, 0.94 | 0.00, 0.08, 0.92 | 0.00, 0.10, 0.90 | 0.00, 0.12, 0.88 | 0.00, 0.15, 0.85 | 0.00, 0.17, 0.84 |                  | 
                2 | 0.00, 0.00, 1.00 | 0.00, 0.01, 0.99 | 0.00, 0.01, 0.99 | 0.00, 0.02, 0.98 | 0.00, 0.02, 0.98 | 0.00, 0.02, 0.98 | 0.00, 0.03, 0.97 | 0.00, 0.03, 0.97 | 0.00, 0.03, 0.97 | 0.00, 0.03, 0.97 | 0.00, 0.02, 0.98 |                  |                  | 
                3 | 0.00, 0.00, 1.00 | 0.00, 0.00, 1.00 | 0.00, 0.00, 1.00 | 0.00, 0.00, 1.00 | 0.00, 0.00, 1.00 | 0.00, 0.00, 1.00 | 0.00, 0.00, 1.00 | 0.00, 0.00, 1.00 | 0.00, 0.00, 1.00 | 0.00, 0.00, 1.00 |                  |                  |                  | 

winner: Neither
#2-edges\#3-edges |                0 |                1 |                2 |                3 |                4 |                5 |                6 |                7 |                8 |                9 |               10 |               11 |               12 | 
                0 |                  | 0.00, 0.00, 1.00 | 0.00, 0.00, 1.00 | 0.00, 0.00, 1.00 | 0.00, 0.00, 1.00 | 0.00, 0.00, 1.00 | 0.00, 0.00, 1.00 | 0.00, 0.00, 1.00 | 0.00, 0.00, 1.00 | 0.00, 0.00, 1.00 | 0.00, 0.00, 1.00 | 0.00, 0.00, 1.00 | 0.00, 0.00, 1.00 | 
                1 |                  | 0.00, 0.00, 1.00 | 0.00, 0.00, 1.00 | 0.00, 0.01, 0.99 | 0.00, 0.01, 0.99 | 0.00, 0.02, 0.98 | 0.00, 0.03, 0.97 | 0.00, 0.04, 0.96 | 0.00, 0.05, 0.95 | 0.00, 0.07, 0.93 | 0.00, 0.09, 0.91 | 0.00, 0.10, 0.90 |                  | 
                2 | 0.00, 0.00, 1.00 | 0.00, 0.00, 1.00 | 0.00, 0.00, 1.00 | 0.00, 0.01, 0.99 | 0.00, 0.01, 0.99 | 0.00, 0.01, 0.99 | 0.00, 0.01, 0.99 | 0.00, 0.01, 0.99 | 0.00, 0.01, 0.99 | 0.00, 0.01, 0.99 | 0.00, 0.01, 0.99 |                  |                  | 
                3 | 0.00, 0.00, 1.00 | 0.00, 0.00, 1.00 | 0.00, 0.00, 1.00 | 0.00, 0.00, 1.00 | 0.00, 0.00, 1.00 | 0.00, 0.00, 1.00 | 0.00, 0.00, 1.00 | 0.00, 0.00, 1.00 | 0.00, 0.00, 1.00 | 0.00, 0.00, 1.00 |                  |                  |                  | 

winner: Neither
#2-edges\#3-edges |                0 |                1 |                2 |                3 |                4 |                5 |                6 |                7 |                8 |                9 |               10 |               11 |               12 | 
                0 |                  | 0.00, 0.00, 1.00 | 0.00, 0.00, 1.00 | 0.00, 0.00, 1.00 | 0.00, 0.00, 1.00 | 0.00, 0.00, 1.00 | 0.00, 0.00, 1.00 | 0.00, 0.00, 1.00 | 0.00, 0.00, 1.00 | 0.00, 0.00, 1.00 | 0.00, 0.00, 1.00 | 0.00, 0.00, 1.00 | 0.00, 0.00, 1.00 | 
                1 |                  | 0.00, 0.00, 1.00 | 0.00, 0.00, 1.00 | 0.00, 0.00, 1.00 | 0.00, 0.00, 1.00 | 0.00, 0.00, 1.00 | 0.00, 0.01, 0.99 | 0.00, 0.01, 0.99 | 0.00, 0.02, 0.98 | 0.00, 0.03, 0.97 | 0.00, 0.03, 0.97 | 0.00, 0.04, 0.96 |                  | 
                2 | 0.00, 0.00, 1.00 | 0.00, 0.00, 1.00 | 0.00, 0.00, 1.00 | 0.00, 0.00, 1.00 | 0.00, 0.00, 1.00 | 0.00, 0.00, 1.00 | 0.00, 0.00, 1.00 | 0.00, 0.01, 0.99 | 0.00, 0.01, 0.99 | 0.00, 0.01, 0.99 | 0.00, 0.00, 1.00 |                  |                  | 
                3 | 0.00, 0.00, 1.00 | 0.00, 0.00, 1.00 | 0.00, 0.00, 1.00 | 0.00, 0.00, 1.00 | 0.00, 0.00, 1.00 | 0.00, 0.00, 1.00 | 0.00, 0.00, 1.00 | 0.00, 0.00, 1.00 | 0.00, 0.00, 1.00 | 0.00, 0.00, 1.00 |                  |                  |                  | 

